Week,Mun,Ncasos,Year,Ncasos_lead,Ncasos_lag,Ncasos_lagroll_15,Ncasos_lagroll_30,EDAR,nHab,N1,N2,IP4,E,caudal,lluvia,Fecha,sars2,sars,n1_fill,f_num,n1_loess,n1_loess_15,n1_loess_30,sars_loess,sars_loess_15,sars_loess_30,sars2_loess,sars2_loess_15,sars2_loess_30,Month
2021 06,VILASSAR DE DALT,36,2021,23,25,37,42.25,MATARÓ,9074,30060,70371,NA,NA,24650,3.4,2021-02-08,70371,70371,30060,18666,29414.601369768756,25290.435458684165,25243.666196937313,97117.35725912944,80727.53157878583,81680.69698304344,97830.68211650228,80947.93029125626,82431.74037251953,02
2021 07,VILASSAR DE DALT,23,2021,37,36,30.5,39.5,MATARÓ,9074,9284,33574,NA,NA,24140,0,2021-02-15,33574,33574,9284,18673,21166.26954759957,16718.99655912804,17289.4171421008,64337.70589844222,49557.359167064016,51741.0872190849,64065.17846601024,50078.73476158735,52514.75640111912,02
2021 08,VILASSAR DE DALT,37,2021,23,23,29.5,33.25,MATARÓ,9074,4421,34405,NA,NA,25100,0,2021-02-22,34405,34405,4421,18680,12271.723570656508,9288.398825517439,13212.711239466484,34777.01243568581,22754.642859383974,30927.020173059464,36092.29105716447,24081.582510981985,29654.528002703504,02
2021 09,VILASSAR DE DALT,23,2021,11,37,30,30.25,MATARÓ,9074,20369,20941,NA,NA,23700,0,2021-03-01,20941,20941,20369,18687,6305.074080378364,9706.425919804935,13662.07694178577,10732.27328308213,12296.681179054927,20898.75954128897,12070.87396479951,9230.321243819672,15423.334283972223,03
2021 10,VILASSAR DE DALT,11,2021,14,23,30,29.75,MATARÓ,9074,12852,2126,NA,NA,24500,0.35,2021-03-08,2126,12852,12852,18694,13107.7777592315,18035.755058054106,18555.947148213196,13861.089075027714,19042.876223193984,20199.394918201546,6389.7685228398395,6765.086056962469,8400.880785891279,03
2021 11,VILASSAR DE DALT,14,2021,21,11,17,23.5,MATARÓ,9074,10603,17876,NA,NA,24300,0,2021-03-15,17876,17876,10603,18701,22963.73235687671,27405.468376621466,26833.30160530111,24224.663371360242,28102.10865734818,27436.565294233144,7140.403591085106,7571.440327962895,8187.750004095326,03
2021 12,VILASSAR DE DALT,21,2021,23,14,12.5,21.25,MATARÓ,9074,11523,6757,NA,NA,23400,0,2021-03-22,6757,11523,11523,18708,31847.20439636621,35630.84815254812,33587.53929793908,31979.55394333611,35830.25436527231,34014.40415564106,8002.477064840692,9610.413951228193,10556.89600194147,03
2021 13,VILASSAR DE DALT,23,2021,21,21,17.5,17.25,MATARÓ,9074,86708,5161,NA,NA,25800,0,2021-03-29,5161,86708,86708,18715,39414.49190873002,39769.610219256705,37911.518013498266,39680.95478720851,39926.699653933945,38051.080360534586,11218.3508376157,13542.351675920052,14003.776561016835,03
2021 14,VILASSAR DE DALT,21,2021,17,23,22,17.25,MATARÓ,9074,28684,2658,NA,NA,21200,1.6,2021-04-05,2658,28684,28684,18722,40124.72852978338,40192.18787444843,40491.377042132655,40172.444520659374,40271.90635579688,40737.41078182593,15866.352514224413,18397.139170805487,18389.909817067306,04
2021 15,VILASSAR DE DALT,17,2021,20,21,22,19.75,MATARÓ,9074,50257,48232,NA,NA,30570,6.45,2021-04-12,48232,50257,50257,18729,40259.64721911347,41213.14386500861,41260.780510524135,40371.36819093437,41548.12190971792,41779.77202449456,20927.925827386567,23237.467958214565,22811.307359587146,04
2021 16,VILASSAR DE DALT,20,2021,11,17,19,20.5,MATARÓ,9074,15462,15926,NA,NA,26700,0,2021-04-19,15926,15926,15462,18736,42166.64051090375,42329.37314659985,42163.013801793124,42724.87562850146,43287.63769319226,43312.382059522075,25547.01008904257,27225.475548368817,25653.381787572376,04
2021 17,VILASSAR DE DALT,11,2021,14,20,18.5,20.25,MATARÓ,9074,22704,26365,NA,NA,24300,0,2021-04-26,26365,26365,22704,18743,42492.10578229594,43112.88373857765,42910.46902749321,43850.399757883046,45076.64220932625,44922.83177792057,28903.941007695073,28069.29561693019,26362.337403403857,04
2021 18,VILASSAR DE DALT,14,2021,13,11,15.5,17.25,MATARÓ,9074,75043,26297,NA,NA,24800,0,2021-05-03,26297,75043,75043,18750,43733.66169485935,43491.56490838657,40574.602119706025,46302.88466076944,46558.02586264889,43386.74439659292,27234.65022616532,25499.199258438905,24724.056043518704,05
2021 19,VILASSAR DE DALT,13,2021,5,14,12.5,15.5,MATARÓ,9074,68857,27792,NA,NA,23700,0,2021-05-10,27792,68857,68857,18757,43249.46812191379,38036.320500834416,35221.494433079046,46813.167064528316,41696.8465838596,38597.973429395264,23763.7482907125,21378.816470107224,20974.29498062138,05
2021 20,VILASSAR DE DALT,5,2021,2,13,13.5,14.5,MATARÓ,9074,11872,24110,NA,NA,25470,0.1,2021-05-17,24110,24110,11872,18764,32823.17287975503,26951.42395777152,25106.326274373863,36580.526103190874,30637.920996141656,28128.37986289683,18993.884649501953,16449.390702803863,14794.462078986178,05
2021 21,VILASSAR DE DALT,2,2021,8,5,9,10.75,MATARÓ,9074,16228,9229,NA,NA,23600,0,2021-05-24,9229,16228,16228,18771,21079.675035787997,12176.33204791332,22421.924832959885,24695.31588909243,14559.913141934074,24563.237568836863,13904.896756105783,8210.107687865142,13557.827456284225,05
2021 23,VILASSAR DE DALT,5,2021,10,8,5,7,MATARÓ,9074,2596,3426,NA,NA,23000,0,2021-06-07,3426,3426,2596,18785,3272.989060038635,17892.42570814826,46359.882638164854,4424.510394775705,18488.55414153208,47410.5286426501,2515.318619624508,10666.264209764595,28141.132583443243,06
2021 24,VILASSAR DE DALT,10,2021,25,5,6.5,5,MATARÓ,9074,375,375,NA,NA,25000,0,2021-06-14,375,375,375,18792,32511.86235625788,80543.4332284164,94861.74237080215,32552.597888288445,80261.14414336614,94880.95462804237,18817.20979990469,48072.15747902135,57187.31139689443,06
2021 25,VILASSAR DE DALT,25,2021,113,10,7.5,6.25,MATARÓ,9074,20329,1645,NA,NA,25500,0,2021-06-21,1645,20329,20329,18799,128575.00410057491,171831.05903345603,159392.2994116883,127969.69039844381,171273.35511455266,159446.6251990702,77327.10515813802,103708.35858402427,95575.20681584475,06
2021 26,VILASSAR DE DALT,113,2021,87,25,17.5,12,MATARÓ,9074,58981,47501,NA,NA,26000,0,2021-06-28,47501,58981,58981,18806,215087.11396633717,238241.16559496018,223662.87299114018,214577.0198306615,238632.10625477432,224559.69254360787,130089.61200991055,143078.25615266815,133276.0878274021,06
2021 27,VILASSAR DE DALT,87,2021,79,113,69,38.25,MATARÓ,9074,856589,497939,NA,NA,25100,0,2021-07-05,497939,856589,856589,18813,261395.21722358323,275494.6869488243,256119.71911827213,262687.1926788871,277846.02997266315,258597.5682317928,156066.9002954258,162843.81707077994,149795.2438180702,07
2021 28,VILASSAR DE DALT,79,2021,50,87,100,58.75,MATARÓ,9074,69208,35950,NA,NA,23700,0,2021-07-12,35950,69208,69208,18820,289594.1566740654,273998.2726415841,254466.59091517417,293004.86726643913,278563.03020881134,258993.8944410414,169620.7338461341,156512.2314834722,144041.2121783149,07
2021 29,VILASSAR DE DALT,50,2021,31,79,83,76,MATARÓ,9074,242811,151764,NA,NA,22600,0,2021-07-19,151764,242811,242811,18827,258402.3886091028,233438.49488152406,228624.1259875695,264121.1931511835,240141.75890941967,234836.7753462931,143403.7291208103,125238.60728584982,123619.54884035555,07
2021 30,VILASSAR DE DALT,31,2021,19,50,64.5,82.25,MATARÓ,9074,28453,54011,NA,NA,25711,0,2021-07-26,54011,54011,28453,18834,208474.60115394532,183249.97933355495,170233.14280810097,216162.32466765583,191110.52048377495,177474.9375265285,107073.48545088936,90726.8661972389,84381.67234759865,07
2021 31,VILASSAR DE DALT,19,2021,9,31,40.5,61.75,MATARÓ,9074,267127,45962,NA,NA,19253,8.05,2021-08-02,45962,267127,267127,18841,158025.35751316458,107027.7907346779,110134.49866916874,166058.71629989406,114808.11614363735,117698.92171608756,74380.24694358846,43524.737409347494,49843.20518453913,08
2021 33,VILASSAR DE DALT,9,2021,10,9,14,27.25,MATARÓ,9074,8251,17152,NA,NA,15200,0,2021-08-16,17152,17152,8251,18855,56030.22395619121,37019.01800478253,58058.405166632016,63557.51598738062,44287.32294840018,65152.075873380505,12669.227875106542,8959.544171839363,25044.522240226834,08
2021 35,VILASSAR DE DALT,11,2021,9,10,9.5,11.75,MATARÓ,9074,11134,2556,NA,NA,19700,0,2021-08-30,2556,11134,11134,18869,18007.812053373855,9089.019598586146,18619.79784706595,25017.129909419713,15496.03560312368,24649.43516598054,5249.860468572196,6564.307071106174,7747.841999716913,08
2021 37,VILASSAR DE DALT,7,2021,4,9,10,9.75,MATARÓ,9074,6455,24712,NA,NA,22453,0,2021-09-13,24712,24712,6455,18883,170.22714379845456,220.57768934937303,4998.088141495067,5974.941296827631,5011.547383560923,9731.116625497309,7878.7536736401635,6536.139827594464,5470.618525868527,09
2021 38,VILASSAR DE DALT,4,2021,5,7,8,9.25,MATARÓ,9074,1924,375,NA,NA,NA,NA,2021-09-21,375,1924,1924,18891,270.9282349003081,907.1566844039825,496.13512815160357,4048.153470294199,3966.1976478709576,3476.8341481423804,5193.525981548777,4376.929980630882,4158.153408725479,09
2021 39,VILASSAR DE DALT,5,2021,4,4,5.5,7.75,MATARÓ,9074,438,438,NA,NA,23800,0,2021-09-27,438,438,438,18897,1543.3851339076734,771.6925669538284,453.5783422019899,3884.2418254477,1942.1209127238578,1983.0988239354726,3560.3339797129997,1780.1669898564933,2188.4649903154377,09
2021 40,VILASSAR DE DALT,4,2021,NA,5,4.5,6.25,MATARÓ,9074,450,1182,NA,NA,27300,19.1,2021-10-04,1182,1182,450,18904,0,-8.29913915367797e-12,385.8462834769129,0,7.73070496506989e-12,971.0604563619229,0,-6.59383658785373e-12,1066.5346134421584,10
2021 42,VILASSAR DE DALT,3,2021,6,NA,NA,NA,MATARÓ,9074,624,441,NA,NA,23346,0,2021-10-18,441,624,624,18918,0,3718.0618208457113,10417.549504558017,0,7354.584710113735,14809.910346472789,705.80447405565894,5349.589054012948,8754.610949031114,10
2021 43,VILASSAR DE DALT,6,2021,1,3,NA,NA,MATARÓ,9074,2585,662,NA,NA,22700,0,2021-10-25,662,2585,2585,18925,7436.123641691439,20835.09900911604,23325.524195771475,14709.169420227454,29619.82069294559,30597.069467901718,9993.37363397025,17156.319661034406,16969.563966269783,10
2021 44,VILASSAR DE DALT,1,2021,30,6,4.5,NA,MATARÓ,9074,1366,7285,NA,NA,24000,0,2021-11-02,7285,7285,1366,18933,34234.07437654065,42932.986570697234,37976.22461967427,44530.47196566371,53839.55422568972,47577.79324962678,24319.265688098574,28589.53887852662,25355.457825267018,11
2021 45,VILASSAR DE DALT,30,2021,40,1,3.5,NA,MATARÓ,9074,3016,41799,NA,NA,25000,0,2021-11-08,41799,41799,3016,18939,51631.89876485384,55117.35023023249,51761.52842701993,63148.63648571571,65535.765806308,61026.46243840456,32859.81206895468,33554.595989499634,31001.80693755183,11
2021 46,VILASSAR DE DALT,40,2021,58,30,15.5,10,MATARÓ,9074,202524,72014,NA,NA,24000,2.6,2021-11-15,72014,202524,202524,18946,58602.80169561117,60590.070283342626,55295.82921838143,67922.89512690027,68213.37065111943,62575.25575358514,34249.3799100446,33414.074996577045,31146.37609323252,11
2021 47,VILASSAR DE DALT,58,2021,49,40,35,19.25,MATARÓ,9074,27638,24929,NA,NA,23733,0.6,2021-11-22,24929,27638,27638,18953,62577.3388710741,55474.30820653036,51442.68104914129,68503.84617533856,59614.745700862295,55463.8200168878,32578.770083109506,28738.15619696541,26000.995369634653,11
2021 48,VILASSAR DE DALT,49,2021,75,58,49,32.25,MATARÓ,9074,16328,1373,NA,NA,23200,0,2021-11-29,1373,16328,16328,18960,48371.27754198664,42295.291814939956,41901.551782332856,50725.645226386005,42714.2693826562,43294.42667373488,24897.54231082133,18587.91574269226,17442.378799590693,11
2021 49,VILASSAR DE DALT,75,2021,80,49,53.5,44.25,MATARÓ,9074,1902,948,NA,NA,19576,0,2021-12-08,948,1902,1902,18969,36219.30608789329,28328.795358135343,30971.253553458067,34702.89353892638,26974.10764660748,30882.501618793976,12278.289174563206,6146.601402215976,9297.686278813318,12
2021 50,VILASSAR DE DALT,80,2021,209,75,62,55.5,MATARÓ,9074,114565,33384,NA,NA,23000,0,2021-12-13,33384,114565,114565,18974,20438.284628377416,19647.21529197618,58396.8128047851,19245.321754288565,19050.733854931772,57719.46894902117,14.913629868758107,7.456814934373426,7992.5267821817315,12
2021 51,VILASSAR DE DALT,209,2021,290,80,77.5,65.5,MATARÓ,9074,47663,9720,NA,NA,21560,0,2021-12-20,9720,47663,47663,18981,18856.14595557496,88464.83025143486,144517.92388586912,18856.14595557496,88464.83025143486,144219.68316734693,0,9838.452162147487,20258.329514556386,12
2021 52,VILASSAR DE DALT,290,2021,8,209,144.5,103.25,MATARÓ,9074,142751,NA,NA,NA,20630,0,2021-12-27,0,142751,142751,18988,158073.51454729476,269388.63247976213,350145.8219902864,158073.51454729476,269388.63247976213,350060.4115442992,19676.904324294985,40509.2022141784,51180.92101166613,12
2022 01,VILASSAR DE DALT,355,2022,513,8,149,146.75,MATARÓ,9128,381653,NA,NA,NA,21550,0,2022-01-03,0,381653,381653,18995,380703.75041222945,611826.813729138,654414.3229416271,380703.75041222945,611655.9928371635,654208.7810998105,61341.50010406182,92523.38986118477,95321.85822295448,01
2022 02,VILASSAR DE DALT,513,2022,604,355,181.5,215.5,MATARÓ,9128,86083,NA,NA,NA,24620,2.6,2022-01-10,0,86083,86083,19002,842949.8770460465,1039440.0134034922,921515.2240356159,842608.2352620977,1039028.9297198587,921439.4015122126,123705.27961830773,150134.51423173057,133677.90186466504,01
2022 03,VILASSAR DE DALT,604,2022,477,513,434,291.5,MATARÓ,9128,410369,292278,NA,NA,23904,0,2022-01-17,292278,410369,410369,19009,1235930.1497609378,1231203.6343420937,1098462.0086696143,1235449.6241776198,1231222.8101872613,1098793.707190834,176563.7488451534,174832.41386814532,156264.80231564536,01
2022 04,VILASSAR DE DALT,477,2022,267,604,558.5,370,MATARÓ,9128,4183653,390541,NA,NA,25100,0,2022-01-24,390541,4183653,4183653,19016,1226477.1189232497,1157484.0039357364,1053526.192287944,1226995.996196903,1158558.484661809,1054492.7636580553,173101.07889113724,162395.09039956014,148519.75186678386,01
2022 05,VILASSAR DE DALT,267,2022,137,477,540.5,487.25,MATARÓ,9128,74501,7266,NA,NA,NA,NA,2022-01-31,7266,74501,74501,19023,1088490.888948223,875848.7502337946,791187.9897591906,1090120.973126715,877762.7171288491,792964.2315725189,151689.10190798307,122207.0898654224,111538.09501447264,01
2022 06,VILASSAR DE DALT,137,2022,82,267,372,465.25,MATARÓ,9128,86476,28737,NA,NA,23618,0,2022-02-07,28737,86476,86476,19030,663206.6115193659,424891.97558264487,486096.82424727536,665404.4611309833,427369.97848322865,488653.8934914461,92725.07782286174,60681.099629385106,72172.47252484453,02
2022 07,VILASSAR DE DALT,82,2022,82,137,202,371.25,MATARÓ,9128,24096,35220,NA,NA,22762,0.1,2022-02-14,35220,35220,24096,19037,186577.3396459237,96344.89826075632,213974.10201021956,189335.495835474,99545.06985404294,216123.65020976734,28637.121435908484,22137.855184266642,37988.50765288808,02
2022 08,VILASSAR DE DALT,82,2022,76,82,109.5,240.75,MATARÓ,9128,34491,23088,NA,NA,25529,0,2022-02-21,23088,34491,34491,19044,6112.456875588854,3056.2284377944675,48172.44913037809,9754.643872611974,4877.321936305954,49772.534927021516,15638.588932624809,15295.915676391056,18138.741634103648,02
2022 09,VILASSAR DE DALT,76,2022,49,82,82,142,MATARÓ,9128,12212,14237,NA,NA,21635,0,2022-02-28,14237,14237,12212,19051,0,4.035882739117369e-11,5952.8483464455585,0,-3.319655661471188e-11,7732.442895422304,14953.242420157309,14139.628083940646,14276.489576613003,02
2022 10,VILASSAR DE DALT,49,2022,39,76,79,94.25,MATARÓ,9128,26971,24121,NA,NA,22580,0,2022-03-07,24121,26971,26971,19058,0,8849.46825509682,9785.742899112793,0,10587.563854538534,11339.058936860321,13326.01374772399,13257.063476834945,12738.57705991707,03
2022 11,VILASSAR DE DALT,39,2022,41,49,62.5,72.25,MATARÓ,9128,2788,16085,NA,NA,22593,0,2022-03-14,16085,16085,2788,19065,17698.93651019356,19571.485798225716,16759.863346158756,21175.127709077133,22678.117873720552,18745.052351387356,13188.113205945905,11337.52603589349,10669.05605527991,03
2022 12,VILASSAR DE DALT,41,2022,27,39,44,61.5,MATARÓ,9128,56140,11554,NA,NA,32046,9.5,2022-03-21,11554,56140,56140,19072,21444.03508625779,24670.258437220866,24000.301992117937,24181.10803836404,26902.540848236054,25923.02551176053,9486.938865841083,8081.048633724871,8928.099940933978,03
2022 13,VILASSAR DE DALT,27,2022,40,41,40,51.25,MATARÓ,9128,2887,375,NA,NA,NA,NA,2022-03-29,375,2887,2887,19080,27896.48178818386,28429.11818601033,27203.853353483442,29623.973658108138,29167.933149800385,27788.449693354312,6675.158401608666,6518.67384597446,7591.091996133839,03
2022 14,VILASSAR DE DALT,40,2022,29,27,34,39,MATARÓ,9128,4922,375,NA,NA,22580,0.1,2022-04-04,375,4922,4922,19086,28961.75458383672,29737.44826974619,31143.042864663905,28711.892641492697,28674.358538472443,31613.14997542923,6362.189290340261,7101.135358542801,9485.313839714585,04
2022 15,VILASSAR DE DALT,29,2022,44,40,33.5,36.75,MATARÓ,9128,83286,18361,NA,NA,23794,0,2022-04-11,18361,83286,83286,19093,30513.141955655577,33856.96754331765,36055.39980050181,28636.824435452258,34058.36680105796,37470.066257220555,7840.081426745348,12451.953833454703,13826.79721448336,04
2022 16,VILASSAR DE DALT,44,2022,80,29,34.5,34.25,MATARÓ,9128,28395,7463,NA,NA,22370,0.9,2022-04-19,7463,28395,28395,19101,37200.79313097965,42373.351331257596,47145.80557016476,39479.909166663725,46265.77397596854,50634.804451463824,17063.826240164068,20552.459070423913,18932.698698477485,04
2022 17,VILASSAR DE DALT,80,2022,48,44,36.5,35,MATARÓ,9128,41246,30724,NA,NA,27180,0,2022-04-25,30724,41246,41246,19107,47545.909531535464,60434.643597012044,63976.9894511986,53051.63878527343,67211.24210186956,70365.6200791072,24041.091900683765,25413.443563500263,24133.59673925206,04
2022 18,VILASSAR DE DALT,48,2022,51,80,62,48.25,MATARÓ,9128,32430,8877,NA,NA,22242,0.1,2022-05-02,8877,32430,32430,19114,73323.37766248854,85580.62757113978,82519.57283697625,81370.84541846576,94465.46618224574,89329.60588932395,26785.795226316768,27714.734408080203,25324.016122047058,05
2022 19,VILASSAR DE DALT,51,2022,51,48,64,50.25,MATARÓ,9128,22696,59015,NA,NA,20731,0,2022-05-09,59015,59015,22696,19121,97837.87747979094,104604.50207694063,100688.27581811922,107560.08694602578,111447.96967677823,105973.18036835057,28643.67358984365,25234.588680593846,24070.72408827115,05
2022 20,VILASSAR DE DALT,51,2022,25,51,49.5,55.75,MATARÓ,9128,313838,35602,NA,NA,22656,0,2022-05-16,35602,313838,313838,19128,111371.12667409022,115795.92406509884,109590.21490851222,115335.85240753075,117480.89455445527,113790.41625086573,21825.503771344054,20426.713768462087,25355.614184625618,05
2022 21,VILASSAR DE DALT,25,2022,30,51,51,57.5,MATARÓ,9128,54727,17845,NA,NA,23170,0,2022-05-23,17845,54727,54727,19135,120220.72145610736,114575.92774008401,110081.82952785277,119625.93670137986,116132.8628249531,115436.30773988311,19027.923765580126,25476.63968865738,34544.02401347317,05
2022 22,VILASSAR DE DALT,30,2022,37,25,38,43.75,MATARÓ,9128,80483,375,NA,NA,20874,0,2022-05-30,375,80483,80483,19142,108931.13402406056,104367.73499060687,113897.71546280284,112639.7889485264,113391.72092531083,126103.78468279682,31925.35561173464,48661.334258484254,61093.66347855018,05
2022 23,VILASSAR DE DALT,37,2022,59,30,27.5,39.25,MATARÓ,9128,116707,102186,NA,NA,21231,0,2022-06-07,102186,116707,116707,19150,99804.33595715309,113219.50318552184,122173.26166135461,114143.65290209533,136074.7065406404,146926.109977327,65397.31290523388,96710.68726844298,104401.28391246735,06
