Periodo,Total,CP,Municipio
2021,12252,25203,LA SEU D'URGELL
2020,12206,25203,LA SEU D'URGELL
2022,759,25205,SIDAMON
2021,755,25205,SIDAMON
2020,748,25205,SIDAMON
2022,330,25206,SOLERÀS, EL
2021,337,25206,SOLERÀS, EL
2020,332,25206,SOLERÀS, EL
2022,9131,25207,SOLSONA
2021,9175,25207,SOLSONA
2020,9137,25207,SOLSONA
2022,429,25208,SORIGUERA
2021,431,25208,SORIGUERA
2020,420,25208,SORIGUERA
2022,2192,25209,SORT
2021,2181,25209,SORT
2020,2154,25209,SORT
2022,1784,25210,SOSES
2021,1781,25210,SOSES
2020,1761,25210,SOSES
2022,873,25211,SUDANELL
2021,844,25211,SUDANELL
2020,840,25211,SUDANELL
2022,332,25212,SUNYER
2021,334,25212,SUNYER
2020,343,25212,SUNYER
2022,562,25215,TALARN
2021,489,25215,TALARN
2020,595,25215,TALARN
2022,291,25216,TALAVERA
2021,287,25216,TALAVERA
2020,279,25216,TALAVERA
2022,17810,25217,TÀRREGA
2021,17649,25217,TÀRREGA
2020,17445,25217,TÀRREGA
2022,105,25218,TARRÉS
2021,105,25218,TARRÉS
2020,102,25218,TARRÉS
2022,175,25219,TARROJA DE SEGARRA
2021,187,25219,TARROJA DE SEGARRA
2020,188,25219,TARROJA DE SEGARRA
2022,1363,25220,TÉRMENS
2021,1330,25220,TÉRMENS
2020,1360,25220,TÉRMENS
2022,132,25221,TÍRVIA
2021,131,25221,TÍRVIA
2020,134,25221,TÍRVIA
2022,71,25222,TIURANA
2021,73,25222,TIURANA
2020,77,25222,TIURANA
2022,1224,25223,TORÀ
2021,1209,25223,TORÀ
2020,1237,25223,TORÀ
2022,149,25224,TORMS, ELS
2021,145,25224,TORMS, ELS
2020,138,25224,TORMS, ELS
2022,847,25225,TORNABOUS
2021,826,25225,TORNABOUS
2020,822,25225,TORNABOUS
2022,764,25227,TORRE DE CABDELLA, LA
2021,765,25227,TORRE DE CABDELLA, LA
2020,759,25227,TORRE DE CABDELLA, LA
2022,300,25226,TORREBESSES
2021,298,25226,TORREBESSES
2020,267,25226,TORREBESSES
2022,4730,25228,TORREFARRERA
2021,4702,25228,TORREFARRERA
2020,4694,25228,TORREFARRERA
2022,621,25907,TORREFETA I FLOREJACS
2021,602,25907,TORREFETA I FLOREJACS
2020,607,25907,TORREFETA I FLOREJACS
2022,2155,25230,TORREGROSSA
2021,2157,25230,TORREGROSSA
2020,2179,25230,TORREGROSSA
2022,765,25231,TORRELAMEU
2021,759,25231,TORRELAMEU
2020,735,25231,TORRELAMEU
2022,2248,25232,TORRES DE SEGRE
2021,2381,25232,TORRES DE SEGRE
2020,2366,25232,TORRES DE SEGRE
2022,387,25233,TORRE-SERONA
2021,383,25233,TORRE-SERONA
2020,398,25233,TORRE-SERONA
2022,5847,25234,TREMP
2021,5893,25234,TREMP
2020,5911,25234,TREMP
2022,1090,25043,VALL DE BOÍ, LA
2021,1060,25043,VALL DE BOÍ, LA
2020,1019,25043,VALL DE BOÍ, LA
2022,386,25901,VALL DE CARDÓS
2021,382,25901,VALL DE CARDÓS
2020,350,25901,VALL DE CARDÓS
2022,227,25238,VALLBONA DE LES MONGES
2021,236,25238,VALLBONA DE LES MONGES
2020,243,25238,VALLBONA DE LES MONGES
2022,1935,25240,VALLFOGONA DE BALAGUER
2021,1912,25240,VALLFOGONA DE BALAGUER
2020,1906,25240,VALLFOGONA DE BALAGUER
2022,274,25906,VALLS D'AGUILAR, LES
2021,264,25906,VALLS D'AGUILAR, LES
2020,245,25906,VALLS D'AGUILAR, LES
2022,794,25239,LES VALLS DE VALIRA
2021,800,25239,LES VALLS DE VALIRA
2020,784,25239,LES VALLS DE VALIRA
2022,166,25909,VANSA I FÓRNOLS, LA
2021,156,25909,VANSA I FÓRNOLS, LA
2020,149,25909,VANSA I FÓRNOLS, LA
2022,851,25242,VERDÚ
2021,880,25242,VERDÚ
2020,902,25242,VERDÚ
2022,5581,25243,VIELHA E MIJARAN
2021,5674,25243,VIELHA E MIJARAN
2020,5611,25243,VIELHA E MIJARAN
2022,605,25244,VILAGRASSA
2021,587,25244,VILAGRASSA
2020,560,25244,VILAGRASSA
2022,532,25245,VILALLER
2021,554,25245,VILALLER
2020,549,25245,VILALLER
2022,172,25247,VILAMÒS
2021,164,25247,VILAMÒS
2020,178,25247,VILAMÒS
2022,1179,25248,VILANOVA DE BELLPUIG
2021,1178,25248,VILANOVA DE BELLPUIG
2020,1183,25248,VILANOVA DE BELLPUIG
2022,1110,25254,VILANOVA DE LA BARCA
2021,1127,25254,VILANOVA DE LA BARCA
2020,1088,25254,VILANOVA DE LA BARCA
2022,200,25249,VILANOVA DE L'AGUDA
2021,194,25249,VILANOVA DE L'AGUDA
2020,200,25249,VILANOVA DE L'AGUDA
2022,413,25250,VILANOVA DE MEIÀ
2021,427,25250,VILANOVA DE MEIÀ
2020,415,25250,VILANOVA DE MEIÀ
2022,1021,25251,VILANOVA DE SEGRIÀ
2021,1000,25251,VILANOVA DE SEGRIÀ
2020,985,25251,VILANOVA DE SEGRIÀ
2022,767,25252,VILA-SANA
2021,761,25252,VILA-SANA
2020,734,25252,VILA-SANA
2022,195,25253,VILOSELL, EL
2021,192,25253,VILOSELL, EL
2020,173,25253,VILOSELL, EL
2022,465,25255,VINAIXA
2021,464,25255,VINAIXA
2020,450,25255,VINAIXA
2022,961,43001,AIGUAMÚRCIA
2021,960,43001,AIGUAMÚRCIA
2020,930,43001,AIGUAMÚRCIA
2022,2581,43002,ALBINYANA
2021,2504,43002,ALBINYANA
2020,2468,43002,ALBINYANA
2022,528,43003,ALBIOL, L'
2021,515,43003,ALBIOL, L'
2020,500,43003,ALBIOL, L'
2022,9612,43004,ALCANAR
2021,9579,43004,ALCANAR
2020,9434,43004,ALCANAR
2022,5290,43005,ALCOVER
2021,5185,43005,ALCOVER
2020,5144,43005,ALCOVER
2022,4332,43904,ALDEA, L'
2021,4160,43904,ALDEA, L'
2020,4147,43904,ALDEA, L'
2022,862,43006,ALDOVER
2021,911,43006,ALDOVER
2020,905,43006,ALDOVER
2022,924,43007,ALEIXAR, L'
2021,912,43007,ALEIXAR, L'
2020,893,43007,ALEIXAR, L'
2022,359,43008,ALFARA DE CARLES
2021,376,43008,ALFARA DE CARLES
2020,376,43008,ALFARA DE CARLES
2022,1928,43009,ALFORJA
2021,1843,43009,ALFORJA
2020,1783,43009,ALFORJA
2022,496,43010,ALIÓ
2021,478,43010,ALIÓ
2020,458,43010,ALIÓ
2022,1334,43011,ALMOSTER
2021,1322,43011,ALMOSTER
2020,1341,43011,ALMOSTER
2022,5609,43012,ALTAFULLA
2021,5512,43012,ALTAFULLA
2020,5307,43012,ALTAFULLA
2022,7209,43013,AMETLLA DE MAR, L'
2021,7131,43013,AMETLLA DE MAR, L'
2020,6866,43013,AMETLLA DE MAR, L'
2022,3563,43906,AMPOLLA, L'
2021,3444,43906,AMPOLLA, L'
2020,3277,43906,AMPOLLA, L'
2022,21807,43014,AMPOSTA
2021,21317,43014,AMPOSTA
2020,21115,43014,AMPOSTA
2022,5604,43016,ARBOÇ, L'
2021,5625,43016,ARBOÇ, L'
2020,5609,43016,ARBOÇ, L'
2022,122,43015,ARBOLÍ
2021,126,43015,ARBOLÍ
2020,127,43015,ARBOLÍ
2022,126,43017,ARGENTERA, L'
2021,126,43017,ARGENTERA, L'
2020,117,43017,ARGENTERA, L'
2022,448,43018,ARNES
2021,441,43018,ARNES
2020,444,43018,ARNES
2022,1601,43019,ASCÓ
2021,1611,43019,ASCÓ
2020,1644,43019,ASCÓ
2022,3271,43020,BANYERES DEL PENEDÈS
2021,3280,43020,BANYERES DEL PENEDÈS
2020,3207,43020,BANYERES DEL PENEDÈS
2022,486,43021,BARBERÀ DE LA CONCA
2021,472,43021,BARBERÀ DE LA CONCA
2020,471,43021,BARBERÀ DE LA CONCA
2022,1863,43022,BATEA
2021,1879,43022,BATEA
2020,1901,43022,BATEA
2022,272,43023,BELLMUNT DEL PRIORAT
2021,281,43023,BELLMUNT DEL PRIORAT
2020,273,43023,BELLMUNT DEL PRIORAT
2022,2346,43024,BELLVEI
2021,2303,43024,BELLVEI
2020,2237,43024,BELLVEI
2022,739,43025,BENIFALLET
2021,741,43025,BENIFALLET
2020,723,43025,BENIFALLET
2022,1169,43026,BENISSANET
2021,1129,43026,BENISSANET
2020,1140,43026,BENISSANET
2022,219,43027,BISBAL DE FALSET, LA
2021,218,43027,BISBAL DE FALSET, LA
2020,211,43027,BISBAL DE FALSET, LA
2022,4062,43028,LA BISBAL DEL PENEDÉS
2021,3830,43028,LA BISBAL DEL PENEDÉS
2020,3631,43028,LA BISBAL DEL PENEDÉS
2022,394,43029,BLANCAFORT
2021,398,43029,BLANCAFORT
2020,382,43029,BLANCAFORT
2022,742,43030,BONASTRE
2021,727,43030,BONASTRE
2020,685,43030,BONASTRE
2022,2148,43031,BORGES DEL CAMP, LES
2021,2104,43031,BORGES DEL CAMP, LES
2020,2056,43031,BORGES DEL CAMP, LES
2022,566,43032,BOT
2021,566,43032,BOT
2020,554,43032,BOT
2022,1102,43033,BOTARELL
2021,1094,43033,BOTARELL
2020,1077,43033,BOTARELL
2022,687,43034,BRÀFIM
2021,695,43034,BRÀFIM
2020,695,43034,BRÀFIM
2022,304,43035,CABACÉS
2021,312,43035,CABACÉS
2020,302,43035,CABACÉS
2022,1254,43036,CABRA DEL CAMP
2021,1230,43036,CABRA DEL CAMP
2020,1175,43036,CABRA DEL CAMP
2022,29102,43037,CALAFELL
2021,28463,43037,CALAFELL
2020,27601,43037,CALAFELL
2022,3309,43903,CAMARLES
2021,3220,43903,CAMARLES
2020,3194,43903,CAMARLES
2022,35675,43038,CAMBRILS
2021,35064,43038,CAMBRILS
2020,34734,43038,CAMBRILS
2022,5873,43907,CANONJA, LA
2021,5933,43907,CANONJA, LA
2020,5956,43907,CANONJA, LA
2022,121,43039,CAPAFONTS
2021,125,43039,CAPAFONTS
2020,111,43039,CAPAFONTS
2022,407,43040,CAPÇANES
2021,394,43040,CAPÇANES
2020,392,43040,CAPÇANES
2022,233,43041,CASERES
2021,226,43041,CASERES
2020,237,43041,CASERES
2022,2946,43042,CASTELLVELL DEL CAMP
2021,2873,43042,CASTELLVELL DEL CAMP
2020,2828,43042,CASTELLVELL DEL CAMP
2022,4921,43043,CATLLAR, EL
2021,4740,43043,CATLLAR, EL
2020,4557,43043,CATLLAR, EL
2022,172,43045,COLLDEJOU
2021,167,43045,COLLDEJOU
2020,168,43045,COLLDEJOU
2022,109,43046,CONESA
2021,106,43046,CONESA
2020,100,43046,CONESA
2022,6685,43047,CONSTANTÍ
2021,6724,43047,CONSTANTÍ
2020,6665,43047,CONSTANTÍ
2022,993,43048,CORBERA D'EBRE
2021,981,43048,CORBERA D'EBRE
2020,1003,43048,CORBERA D'EBRE
2022,978,43049,CORNUDELLA DE MONTSANT
2021,965,43049,CORNUDELLA DE MONTSANT
2020,944,43049,CORNUDELLA DE MONTSANT
2022,3981,43050,CREIXELL
2021,3912,43050,CREIXELL
2020,3758,43050,CREIXELL
2022,14622,43051,CUNIT
2021,14081,43051,CUNIT
2020,13533,43051,CUNIT
2022,11656,43901,DELTEBRE
2021,11539,43901,DELTEBRE
2020,11578,43901,DELTEBRE
2022,232,43053,DUESAIGÜES
2021,234,43053,DUESAIGÜES
2020,244,43053,DUESAIGÜES
2022,3698,43054,ESPLUGA DE FRANCOLÍ, L'
2021,3717,43054,ESPLUGA DE FRANCOLÍ, L'
2020,3736,43054,ESPLUGA DE FRANCOLÍ, L'
2022,2740,43055,FALSET
2021,2724,43055,FALSET
2020,2735,43055,FALSET
2022,891,43056,FATARELLA, LA
2021,917,43056,FATARELLA, LA
2020,926,43056,FATARELLA, LA
2022,39,43057,FEBRÓ, LA
2021,41,43057,FEBRÓ, LA
2020,40,43057,FEBRÓ, LA
2022,123,43058,FIGUERA, LA
2021,117,43058,FIGUERA, LA
2020,114,43058,FIGUERA, LA
2022,332,43059,FIGUEROLA DEL CAMP
2021,336,43059,FIGUEROLA DEL CAMP
2020,329,43059,FIGUEROLA DEL CAMP
2022,3426,43060,FLIX
2021,3451,43060,FLIX
2020,3410,43060,FLIX
2022,48,43061,FORÈS
2021,48,43061,FORÈS
2020,43,43061,FORÈS
2022,388,43062,FREGINALS
2021,391,43062,FREGINALS
2020,385,43062,FREGINALS
2022,700,43063,GALERA, LA
2021,723,43063,GALERA, LA
2020,736,43063,GALERA, LA
2022,3100,43064,GANDESA
2021,3098,43064,GANDESA
2020,3096,43064,GANDESA
2022,527,43065,GARCIA
2021,535,43065,GARCIA
2020,527,43065,GARCIA
2022,196,43066,GARIDELLS, ELS
2021,198,43066,GARIDELLS, ELS
2020,190,43066,GARIDELLS, ELS
2022,790,43067,GINESTAR
2021,787,43067,GINESTAR
2020,764,43067,GINESTAR
2022,609,43068,GODALL
2021,614,43068,GODALL
2020,598,43068,GODALL
2022,236,43069,GRATALLOPS
2021,237,43069,GRATALLOPS
2020,237,43069,GRATALLOPS
2022,279,43070,GUIAMETS, ELS
2021,276,43070,GUIAMETS, ELS
2020,278,43070,GUIAMETS, ELS
2022,1154,43071,HORTA DE SANT JOAN
2021,1138,43071,HORTA DE SANT JOAN
2020,1146,43071,HORTA DE SANT JOAN
2022,104,43072,LLOAR, EL
2021,111,43072,LLOAR, EL
2020,105,43072,LLOAR, EL
2022,96,43073,LLORAC
2021,92,43073,LLORAC
2020,91,43073,LLORAC
2022,2393,43074,LLORENÇ DEL PENEDÈS
2021,2381,43074,LLORENÇ DEL PENEDÈS
2020,2395,43074,LLORENÇ DEL PENEDÈS
2022,593,43076,MARÇÀ
2021,612,43076,MARÇÀ
2020,600,43076,MARÇÀ
2022,107,43075,MARGALEF
2021,104,43075,MARGALEF
2020,106,43075,MARGALEF
2022,556,43077,MAS DE BARBERANS
2021,572,43077,MAS DE BARBERANS
2020,564,43077,MAS DE BARBERANS
2022,1129,43078,MASDENVERGE
2021,1109,43078,MASDENVERGE
2020,1071,43078,MASDENVERGE
2022,547,43079,MASLLORENÇ
2021,508,43079,MASLLORENÇ
2020,505,43079,MASLLORENÇ
2022,285,43080,MASÓ, LA
2021,283,43080,MASÓ, LA
2020,280,43080,MASÓ, LA
2022,859,43081,MASPUJOLS
2021,826,43081,MASPUJOLS
2020,823,43081,MASPUJOLS
2022,479,43082,MASROIG, EL
2021,499,43082,MASROIG, EL
2020,492,43082,MASROIG, EL
2022,189,43083,MILÀ, EL
2021,191,43083,MILÀ, EL
2020,190,43083,MILÀ, EL
2022,682,43084,MIRAVET
2021,685,43084,MIRAVET
2020,706,43084,MIRAVET
2022,296,43085,MOLAR, EL
2021,298,43085,MOLAR, EL
2020,291,43085,MOLAR, EL
2022,7410,43086,MONTBLANC
2021,7433,43086,MONTBLANC
2020,7379,43086,MONTBLANC
2022,3073,43088,MONTBRIÓ DEL CAMP
2021,2985,43088,MONTBRIÓ DEL CAMP
2020,2909,43088,MONTBRIÓ DEL CAMP
2022,419,43089,MONTFERRI
2021,397,43089,MONTFERRI
2020,403,43089,MONTFERRI
2022,1863,43090,MONTMELL, EL
2021,1730,43090,MONTMELL, EL
2020,1582,43090,MONTMELL, EL
2022,173,43091,MONT-RAL
2021,169,43091,MONT-RAL
2020,168,43091,MONT-RAL
2022,13101,43092,MONT-ROIG DEL CAMP
2021,12689,43092,MONT-ROIG DEL CAMP
2020,12460,43092,MONT-ROIG DEL CAMP
2022,5585,43093,MÓRA D’EBRE
2021,5585,43093,MÓRA D’EBRE
2020,5695,43093,MÓRA D’EBRE
2022,3198,43094,MÓRA LA NOVA
2021,3120,43094,MÓRA LA NOVA
2020,3108,43094,MÓRA LA NOVA
2022,3803,43095,MORELL, EL
2021,3732,43095,MORELL, EL
2020,3742,43095,MORELL, EL
2022,160,43096,MORERA DE MONTSANT, LA
2021,163,43096,MORERA DE MONTSANT, LA
2020,159,43096,MORERA DE MONTSANT, LA
2022,636,43097,NOU DE GAIÀ, LA
2021,616,43097,NOU DE GAIÀ, LA
2020,600,43097,NOU DE GAIÀ, LA
2022,541,43098,NULLES
2021,516,43098,NULLES
2020,509,43098,NULLES
2022,4930,43100,ELS PALLARESOS
2021,4872,43100,ELS PALLARESOS
2020,4850,43100,ELS PALLARESOS
2022,341,43099,PALMA D'EBRE, LA
2021,334,43099,PALMA D'EBRE, LA
2020,338,43099,PALMA D'EBRE, LA
2022,170,43101,PASSANANT I BELLTALL
2021,167,43101,PASSANANT I BELLTALL
2020,155,43101,PASSANANT I BELLTALL
2022,566,43102,PAÜLS
2021,563,43102,PAÜLS
2020,545,43102,PAÜLS
2022,1292,43103,PERAFORT
2021,1275,43103,PERAFORT
2020,1264,43103,PERAFORT
2022,2885,43104,PERELLÓ, EL
2021,2846,43104,PERELLÓ, EL
2020,2826,43104,PERELLÓ, EL
2022,224,43105,PILES, LES
2021,218,43105,PILES, LES
2020,210,43105,PILES, LES
2022,1000,43106,PINELL DE BRAI, EL
2021,998,43106,PINELL DE BRAI, EL
2020,1008,43106,PINELL DE BRAI, EL
2022,489,43107,PIRA
2021,498,43107,PIRA
2020,503,43107,PIRA
2022,2340,43108,PLA DE SANTA MARIA, EL
2021,2340,43108,PLA DE SANTA MARIA, EL
2020,2348,43108,PLA DE SANTA MARIA, EL
2022,4052,43109,POBLA DE MAFUMET, LA
2021,4025,43109,POBLA DE MAFUMET, LA
2020,3971,43109,POBLA DE MAFUMET, LA
2022,340,43110,POBLA DE MASSALUCA, LA
2021,341,43110,POBLA DE MASSALUCA, LA
2020,317,43110,POBLA DE MASSALUCA, LA
2022,3101,43111,POBLA DE MONTORNÈS, LA
2021,2999,43111,POBLA DE MONTORNÈS, LA
2020,2884,43111,POBLA DE MONTORNÈS, LA
2022,327,43112,POBOLEDA
2021,328,43112,POBOLEDA
2020,321,43112,POBOLEDA
2022,492,43113,PONT D'ARMENTERA, EL
2021,493,43113,PONT D'ARMENTERA, EL
2020,488,43113,PONT D'ARMENTERA, EL
2022,133,43141,PONTILS
2021,138,43141,PONTILS
2020,122,43141,PONTILS
2022,429,43114,PORRERA
2021,428,43114,PORRERA
2020,424,43114,PORRERA
2022,172,43115,PRADELL DE LA TEIXETA
2021,164,43115,PRADELL DE LA TEIXETA
2020,158,43115,PRADELL DE LA TEIXETA
2022,625,43116,PRADES
2021,602,43116,PRADES
2020,588,43116,PRADES
2022,186,43117,PRAT DE COMTE
2021,186,43117,PRAT DE COMTE
2020,177,43117,PRAT DE COMTE
2022,693,43118,PRATDIP
2021,680,43118,PRATDIP
2020,726,43118,PRATDIP
2022,1199,43119,PUIGPELAT
2021,1196,43119,PUIGPELAT
2020,1163,43119,PUIGPELAT
2022,572,43120,QUEROL
2021,544,43120,QUEROL
2020,518,43120,QUEROL
2022,822,43121,RASQUERA
2021,846,43121,RASQUERA
2020,783,43121,RASQUERA
2022,152,43122,RENAU
2021,155,43122,RENAU
2020,162,43122,RENAU
2022,106741,43123,REUS
2021,106084,43123,REUS
2020,106168,43123,REUS
2022,552,43124,RIBA, LA
2021,575,43124,RIBA, LA
2020,585,43124,RIBA, LA
2022,1131,43125,RIBA-ROJA D'EBRE
2021,1117,43125,RIBA-ROJA D'EBRE
2020,1110,43125,RIBA-ROJA D'EBRE
2022,1752,43126,RIERA DE GAIÀ, LA
2021,1737,43126,RIERA DE GAIÀ, LA
2020,1742,43126,RIERA DE GAIÀ, LA
2022,1279,43127,RIUDECANYES
2021,1194,43127,RIUDECANYES
2020,1146,43127,RIUDECANYES
2022,1198,43128,RIUDECOLS
2021,1225,43128,RIUDECOLS
2020,1189,43128,RIUDECOLS
2022,6721,43129,RIUDOMS
2021,6617,43129,RIUDOMS
2020,6569,43129,RIUDOMS
2022,241,43130,ROCAFORT DE QUERALT
2021,230,43130,ROCAFORT DE QUERALT
2020,211,43130,ROCAFORT DE QUERALT
2022,7591,43131,RODA DE BERÀ
2021,7127,43131,RODA DE BERÀ
2020,6785,43131,RODA DE BERÀ
2022,506,43132,RODONYÀ
2021,507,43132,RODONYÀ
2020,494,43132,RODONYÀ
2022,8193,43133,ROQUETES
2021,8159,43133,ROQUETES
2020,8079,43133,ROQUETES
2022,395,43134,ROURELL, EL
2021,402,43134,ROURELL, EL
2020,372,43134,ROURELL, EL
2022,543,43135,SALOMÓ
2021,544,43135,SALOMÓ
2020,549,43135,SALOMÓ
2022,29028,43905,SALOU
2021,28512,43905,SALOU
2020,28526,43905,SALOU
2022,14767,43136,SANT CARLES DE LA RÀPITA
2021,14931,43136,SANT CARLES DE LA RÀPITA
2020,14953,43136,SANT CARLES DE LA RÀPITA
2022,2695,43137,SANT JAUME DELS DOMENYS
2021,2666,43137,SANT JAUME DELS DOMENYS
2020,2624,43137,SANT JAUME DELS DOMENYS
2022,3669,43902,SANT JAUME D'ENVEJA
2021,3552,43902,SANT JAUME D'ENVEJA
2020,3527,43902,SANT JAUME D'ENVEJA
2022,3791,43138,SANTA BÀRBARA
2021,3762,43138,SANTA BÀRBARA
2020,3715,43138,SANTA BÀRBARA
2022,2755,43139,SANTA COLOMA DE QUERALT
2021,2702,43139,SANTA COLOMA DE QUERALT
2020,2672,43139,SANTA COLOMA DE QUERALT
2022,3560,43140,SANTA OLIVA
2021,3450,43140,SANTA OLIVA
2020,3353,43140,SANTA OLIVA
2022,1578,43142,SARRAL
2021,1549,43142,SARRAL
2020,1538,43142,SARRAL
2022,52,43143,SAVALLÀ DEL COMTAT
2021,53,43143,SAVALLÀ DEL COMTAT
2020,53,43143,SAVALLÀ DEL COMTAT
2022,1765,43144,SECUITA, LA
2021,1728,43144,SECUITA, LA
2020,1708,43144,SECUITA, LA
2022,5696,43145,SELVA DEL CAMP, LA
2021,5694,43145,SELVA DEL CAMP, LA
2020,5683,43145,SELVA DEL CAMP, LA
2022,44,43146,SENAN
2021,42,43146,SENAN
2020,44,43146,SENAN
2022,5475,43044,SÉNIA, LA
2021,5530,43044,SÉNIA, LA
2020,5640,43044,SÉNIA, LA
2022,628,43147,SOLIVELLA
2021,640,43147,SOLIVELLA
2020,632,43147,SOLIVELLA
2022,134883,43148,TARRAGONA
2021,135436,43148,TARRAGONA
2020,136496,43148,TARRAGONA
2022,923,43149,TIVENYS
2021,900,43149,TIVENYS
2020,902,43149,TIVENYS
2022,1643,43150,TIVISSA
2021,1639,43150,TIVISSA
2020,1619,43150,TIVISSA
2022,125,43151,TORRE DE FONTAUBELLA, LA
2021,128,43151,TORRE DE FONTAUBELLA, LA
2020,131,43151,TORRE DE FONTAUBELLA, LA
2022,598,43152,TORRE DE L'ESPANYOL, LA
2021,598,43152,TORRE DE L'ESPANYOL, LA
2020,601,43152,TORRE DE L'ESPANYOL, LA
2022,17256,43153,TORREDEMBARRA
2021,17057,43153,TORREDEMBARRA
2020,16567,43153,TORREDEMBARRA
2022,141,43154,TORROJA DEL PRIORAT
2021,141,43154,TORROJA DEL PRIORAT
2020,152,43154,TORROJA DEL PRIORAT
2022,33890,43155,TORTOSA
2021,33572,43155,TORTOSA
2020,33439,43155,TORTOSA
2022,6241,43156,ULLDECONA
2021,6317,43156,ULLDECONA
2020,6525,43156,ULLDECONA
2022,409,43157,ULLDEMOLINS
2021,400,43157,ULLDEMOLINS
2020,398,43157,ULLDEMOLINS
2022,88,43158,VALLCLARA
2021,91,43158,VALLCLARA
2020,88,43158,VALLCLARA
2022,89,43159,VALLFOGONA DE RIUCORB
2021,77,43159,VALLFOGONA DE RIUCORB
2020,77,43159,VALLFOGONA DE RIUCORB
2022,1882,43160,VALLMOLL
2021,1793,43160,VALLMOLL
2020,1774,43160,VALLMOLL
2022,24727,43161,VALLS
2021,24553,43161,VALLS
2020,24477,43161,VALLS
2022,6750,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT
2021,6645,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT
2020,6603,43162,VANDELLÒS I L'HOSPITALET DE L'INFANT
2022,39072,43163,EL VENDRELL
2021,38891,43163,EL VENDRELL
2020,38373,43163,EL VENDRELL
2022,496,43164,VESPELLA DE GAIÀ
2021,458,43164,VESPELLA DE GAIÀ
2020,417,43164,VESPELLA DE GAIÀ
2022,711,43165,VILABELLA
2021,705,43165,VILABELLA
2020,729,43165,VILABELLA
2022,634,43175,VILALBA DELS ARCS
2021,630,43175,VILALBA DELS ARCS
2020,621,43175,VILALBA DELS ARCS
2022,2398,43166,VILALLONGA DEL CAMP
2021,2385,43166,VILALLONGA DEL CAMP
2020,2405,43166,VILALLONGA DEL CAMP
2022,107,43168,VILANOVA DE PRADES
2021,108,43168,VILANOVA DE PRADES
2020,107,43168,VILANOVA DE PRADES
2022,594,43167,VILANOVA D'ESCORNALBOU
2021,582,43167,VILANOVA D'ESCORNALBOU
2020,565,43167,VILANOVA D'ESCORNALBOU
2022,540,43169,VILAPLANA
2021,536,43169,VILAPLANA
2020,555,43169,VILAPLANA
2022,1341,43170,VILA-RODONA
2021,1299,43170,VILA-RODONA
2020,1276,43170,VILA-RODONA
2022,22681,43171,VILA-SECA
2021,22522,43171,VILA-SECA
2020,22555,43171,VILA-SECA
2022,453,43172,VILAVERD
2021,445,43172,VILAVERD
2020,443,43172,VILAVERD
2022,136,43173,VILELLA ALTA, LA
2021,131,43173,VILELLA ALTA, LA
2020,133,43173,VILELLA ALTA, LA
2022,202,43174,VILELLA BAIXA, LA
2021,208,43174,VILELLA BAIXA, LA
2020,204,43174,VILELLA BAIXA, LA
2022,884,43176,VIMBODÍ I POBLET
2021,880,43176,VIMBODÍ I POBLET
2020,890,43176,VIMBODÍ I POBLET
2022,407,43177,VINEBRE
2021,427,43177,VINEBRE
2020,425,43177,VINEBRE
2022,2258,43178,VINYOLS I ELS ARCS
2021,2193,43178,VINYOLS I ELS ARCS
2020,2124,43178,VINYOLS I ELS ARCS
2022,1150,43052,XERTA
2021,1159,43052,XERTA
2020,1154,43052,XERTA
