Mun,Ncasos_lead,Ncasos_lagroll_15,Ncasos_lagroll_30,nHab,caudal,lluvia,sars_loess,sars_loess_15,sars_loess_30,Month
BARCELONA,8.747193183526933,8.434137616278912,8.3030093814735,1636732,322753,0,11.889485700444904,11.7988518111266,11.654653202206607,01
BARCELONA,8.564076777315087,8.716699572964293,8.482601746646619,1636732,319667,0,11.69917722326619,11.339304033096024,11.403107169722082,01
BARCELONA,8.105005537547246,8.659993990047909,8.688748668057352,1636732,318482,0,10.771647590368802,10.738567005607877,11.082122212047008,02
BARCELONA,7.940227765145702,8.41715183723601,8.609270879617146,1636732,424649,2.5,10.70435454592904,10.735001125814339,10.694564547531085,02
BARCELONA,7.781138509845015,8.177375364543927,8.447521518166917,1636732,329415,0.25,10.764736353464874,10.648536395775777,10.58035880718471,02
BARCELONA,7.67693714581808,8.026333580291125,8.240714789471781,1636732,542376,3.75,10.517036713549635,10.397348549743754,10.482098681777446,02
BARCELONA,7.588829878307813,7.8642278004891235,8.033009498596668,1636732,328508,0,10.261362361353154,10.282317629323014,10.398810581246655,03
BARCELONA,7.656337166430183,7.730833629134113,7.889459149404524,1636732,345866,0.45,10.302842772011294,10.400270478333645,10.46262473101455,03
BARCELONA,7.830425617820331,7.63433723562832,7.7558742307529585,1636732,324144,0,10.489043041973515,10.615334025773675,10.670974480948551,03
BARCELONA,7.736743682453495,7.6236419465115715,7.678673357840539,1636732,333253,0,10.727449163900378,10.883791082554982,11.001607129065873,03
BARCELONA,7.841885928984623,7.7475968386928855,7.692569648067906,1636732,322631,0,11.018962759040194,11.279553283305509,11.335474914705912,03
BARCELONA,7.73718007783463,7.785097260717717,7.707624547839041,1636732,305691,0,11.486082460672563,11.64548920919495,11.596497520530681,04
BARCELONA,7.611347717403621,7.791109510610028,7.769589825060233,1636732,330593,7.1,11.782944602649588,11.836795985271976,11.777697480777597,04
BARCELONA,7.579678823090456,7.791316186233373,7.788211557847076,1636732,334212,0,11.887894985037098,11.894450210599059,11.815628970376757,04
BARCELONA,7.363913501405819,7.676705422957583,7.735542612264889,1636732,321968,0,11.900962744877962,11.794004206318485,11.72078240296439,04
BARCELONA,7.063903961472068,7.596141142440372,7.6984827878809465,1636732,319221,0,11.674220044217677,11.510480661386145,11.488216852062699,05
BARCELONA,7.030857476116121,7.478169694159785,7.582356542254984,1636732,317663,0,11.3145785542837,11.045527071165758,11.055846930916012,05
BARCELONA,6.932447891572509,7.2258453076053,7.428036061518883,1636732,329976,0,10.676313103466281,10.198777049063127,10.705954471091626,05
BARCELONA,6.970730078143525,7.048386408721883,7.286191714702382,1636732,272484,0,9.25177608754296,10.187857064600122,10.885526431217281,05
BARCELONA,7.201170883281678,6.952728644624869,7.001700891824665,1636732,329845,0,10.662747659089188,11.288849811451609,11.624898794551168,06
BARCELONA,7.970740390007095,6.96460809057492,6.97424502025097,1636732,311284,0,11.670929046679952,12.191558463027297,12.275743177725477,06
BARCELONA,9.31343832997975,7.087155907348428,7.022199413373006,1636732,310934,0,12.532203079753536,12.762645197377156,12.705803681581648,06
BARCELONA,9.663833449094929,7.6586995582682995,7.370702822503664,1636732,298655,0,12.949803038110122,13.04373788670578,12.991471414991455,06
BARCELONA,9.576579433583511,8.852450404480905,8.317277766221235,1636732,312917,0,13.12960170766281,13.177563554524184,13.109337525306822,07
BARCELONA,9.212038928611765,9.50397966490209,8.957510510291613,1636732,316339,0,13.223329958576482,13.170897493089697,13.10349313976638,07
BARCELONA,8.730367211692958,9.621224106111207,9.308963240581267,1636732,311195,0,13.115563002282377,13.023494247272032,13.009056794990512,07
BARCELONA,8.206037762778815,9.410911062438,9.458527693729824,1636732,296860,0,12.922081257375288,12.81586888528728,12.756112866500324,07
BARCELONA,7.786551806428712,9.000051346098175,9.358113616265616,1636732,310824,0,12.697020007619399,12.39005310828941,12.390500918447321,08
BARCELONA,7.112327444710911,8.01846081533763,8.62515033292133,1636732,278885,0,11.944865442121923,11.635151979257067,11.873452212537472,08
BARCELONA,6.602587892189336,7.3031700512368,7.723451895620589,1636732,326280,2.3,11.184112197125195,10.74545240470441,11.05792770985747,08
BARCELONA,6.137727054086234,6.646390514847729,7.027758071376834,1636732,337569,0,9.9455489295992,9.538843426114841,10.146834858388559,09
BARCELONA,5.811140992976701,6.1301389417957415,6.3707567809121235,1636732,591982,19,0,7.391575141000516,8.405712481429195,10
BARCELONA,5.863631175598097,5.977619140285929,6.181051314893349,1636732,338781,0,8.084414061936668,8.962118750776046,9.34050325623776,10
BARCELONA,5.961005339623274,5.8126368795682835,5.983936280687191,1636732,346335,0,9.422238658446021,9.959774239066824,10.075065198022006,10
BARCELONA,6.428105272684596,5.840641657373398,5.911473921411489,1636732,343840,0,10.307478757096922,10.588733161239636,10.47724141258505,10
BARCELONA,6.933423025730715,5.916202062607435,5.865759590732924,1636732,333800,0,10.808000186466248,10.816546579840473,10.713293129200897,11
BARCELONA,7.282761179605593,6.223567839793664,6.050322904114336,1636732,323014,0,10.825020550887608,10.82404231640203,10.813871427384003,11
BARCELONA,8.070593539949519,7.124075604948222,6.771935555839602,1636732,314631,0,10.79917238609011,10.807261328238818,10.912248460074762,11
BARCELONA,8.446985296372741,7.540355959674049,7.210079628170788,1636732,327645,0,10.815285364074786,11.00402570066399,11.061110393357815,11
BARCELONA,9.176576741823373,7.920991216912771,7.599901959208498,1636732,292834,0,11.162736128616922,11.263390701017869,11.1292510933437,12
BARCELONA,10.074495349429808,8.27664912542186,7.974790897548718,1636732,305722,0,11.354834023029355,11.240525870237159,11.29550363956158,12
BARCELONA,10.188967201432709,8.877033121498126,8.509161019718974,1636732,302267,0,11.111444514638828,11.326617342480684,12.277330814661001,12
BARCELONA,6.767343125265392,9.723163998404846,9.241402897428001,1636732,299647,0,11.503589567573197,12.775322963332487,12.918532094210791,12
BARCELONA,10.732737816088413,9.851852094354065,10.00250675449672,1636193,323372,0,13.317446506628983,13.504352650698133,13.307506744510288,01
BARCELONA,9.638740451366843,10.705825404334252,10.367355207636939,1636193,306594,0,13.644146491063033,13.60036718508852,13.54393248848494,01
BARCELONA,8.710619527942297,10.004644244495866,10.415472504021965,1636193,322822,0,13.267953745410395,12.641900866941134,12.77272554072946,02
BARCELONA,8.402679804627477,8.897750663818217,9.597115233862867,1636193,324401,0,10.600032302685634,10.328571075702227,12.064695727856192,02
BARCELONA,8.300776960851454,8.616042555458407,9.075407998436033,1636193,332365,0,9.954779030310222,10.545767076293508,10.69082369619954,02
BARCELONA,8.296297112642508,8.45861023398394,8.702094750473579,1636193,435887,0,10.914720432995912,10.956178488532169,10.90376811838108,03
BARCELONA,8.048149101665201,8.353261499733874,8.493259041120606,1636193,389239,0.2,10.99598597605853,11.166845707978204,11.419999697898373,03
BARCELONA,7.530479995245536,8.2987883944492,8.381888799385338,1636193,294784,0,11.312728183593867,11.73563055277426,11.802194502803834,03
BARCELONA,7.6676260915849905,7.822845290279774,8.08886878916199,1636193,322941,0,12.322324249030492,12.354007002940374,12.292152626319275,04
BARCELONA,7.79934339821592,7.641804450862508,7.946794476115345,1636193,305414,0,12.38471670987145,12.386779611097545,12.336852690094034,04
BARCELONA,7.970394907191429,7.705487674732157,7.76588709668276,1636193,310853,0,12.388838265521402,12.319398963083787,12.272074185452427,04
BARCELONA,8.166784289056151,7.7360887320971505,7.690057370852975,1636193,322238,0,12.244775630521094,12.142485853197366,12.203208861628944,04
BARCELONA,8.201385955238608,7.888896983175909,7.8013913202914855,1636193,297269,0,12.028528027636511,12.071721805837058,12.184993470103016,05
